name,shape,numel,layer,kind
model.layers.2.self_attn.q_proj.bias,2048,2048,2,attn.q_proj
model.layers.2.self_attn.k_proj.weight,256x2048,524288,2,attn.k_proj
model.layers.2.self_attn.k_proj.bias,256,256,2,attn.k_proj
model.layers.2.self_attn.v_proj.weight,256x2048,524288,2,attn.v_proj
model.layers.2.self_attn.v_proj.bias,256,256,2,attn.v_proj
model.layers.2.self_attn.o_proj.weight,2048x2048,4194304,2,attn.o_proj
model.layers.2.mlp.gate_proj.weight,11008x2048,22544384,2,mlp.gate_proj
model.layers.2.mlp.up_proj.weight,11008x2048,22544384,2,mlp.up_proj
model.layers.2.mlp.down_proj.weight,2048x11008,22544384,2,mlp.down_proj
model.layers.2.input_layernorm.weight,2048,2048,2,pre_attn_norm
model.layers.2.post_attention_layernorm.weight,2048,2048,2,post_attn_norm
model.layers.3.self_attn.q_proj.weight,2048x2048,4194304,3,attn.q_proj
model.layers.3.self_attn.q_proj.bias,2048,2048,3,attn.q_proj
model.layers.3.self_attn.k_proj.weight,256x2048,524288,3,attn.k_proj
model.layers.3.self_attn.k_proj.bias,256,256,3,attn.k_proj
model.layers.3.self_attn.v_proj.weight,256x2048,524288,3,attn.v_proj
model.layers.3.self_attn.v_proj.bias,256,256,3,attn.v_proj
model.layers.3.self_attn.o_proj.weight,2048x2048,4194304,3,attn.o_proj
model.layers.3.mlp.gate_proj.weight,11008x2048,22544384,3,mlp.gate_proj
model.layers.3.mlp.up_proj.weight,11008x2048,22544384,3,mlp.up_proj
model.layers.3.mlp.down_proj.weight,2048x11008,22544384,3,mlp.down_proj
model.layers.3.input_layernorm.weight,2048,2048,3,pre_attn_norm
model.layers.3.post_attention_layernorm.weight,2048,2048,3,post_attn_norm
model.layers.4.self_attn.q_proj.weight,2048x2048,4194304,4,attn.q_proj
model.layers.4.self_attn.q_proj.bias,2048,2048,4,attn.q_proj
model.layers.4.self_attn.k_proj.weight,256x2048,524288,4,attn.k_proj
model.layers.4.self_attn.k_proj.bias,256,256,4,attn.k_proj
model.layers.4.self_attn.v_proj.weight,256x2048,524288,4,attn.v_proj
model.layers.4.self_attn.v_proj.bias,256,256,4,attn.v_proj
model.layers.4.self_attn.o_proj.weight,2048x2048,4194304,4,attn.o_proj
model.layers.4.mlp.gate_proj.weight,11008x2048,22544384,4,mlp.gate_proj
model.layers.4.mlp.up_proj.weight,11008x2048,22544384,4,mlp.up_proj
model.layers.4.mlp.down_proj.weight,2048x11008,22544384,4,mlp.down_proj
model.layers.4.input_layernorm.weight,2048,2048,4,pre_attn_norm
model.layers.4.post_attention_layernorm.weight,2048,2048,4,post_attn_norm
model.layers.5.self_attn.q_proj.weight,2048x2048,4194304,5,attn.q_proj
model.layers.5.self_attn.q_proj.bias,2048,2048,5,attn.q_proj
model.layers.5.self_attn.k_proj.weight,256x2048,524288,5,attn.k_proj
model.layers.5.self_attn.k_proj.bias,256,256,5,attn.k_proj
model.layers.5.self_attn.v_proj.weight,256x2048,524288,5,attn.v_proj
model.layers.5.self_attn.v_proj.bias,256,256,5,attn.v_proj
model.layers.5.self_attn.o_proj.weight,2048x2048,4194304,5,attn.o_proj
model.layers.5.mlp.gate_proj.weight,11008x2048,22544384,5,mlp.gate_proj
model.layers.5.mlp.up_proj.weight,11008x2048,22544384,5,mlp.up_proj
model.layers.5.mlp.down_proj.weight,2048x11008,22544384,5,mlp.down_proj
model.layers.5.input_layernorm.weight,2048,2048,5,pre_attn_norm
model.layers.5.post_attention_layernorm.weight,2048,2048,5,post_attn_norm
model.layers.6.self_attn.q_proj.weight,2048x2048,4194304,6,attn.q_proj
model.layers.6.self_attn.q_proj.bias,2048,2048,6,attn.q_proj
model.layers.6.self_attn.k_proj.weight,256x2048,524288,6,attn.k_proj
model.layers.6.self_attn.k_proj.bias,256,256,6,attn.k_proj
model.layers.6.self_attn.v_proj.weight,256x2048,524288,6,attn.v_proj
model.layers.6.self_attn.v_proj.bias,256,256,6,attn.v_proj
model.layers.6.self_attn.o_proj.weight,2048x2048,4194304,6,attn.o_proj
model.layers.6.mlp.gate_proj.weight,11008x2048,22544384,6,mlp.gate_proj
model.layers.6.mlp.up_proj.weight,11008x2048,22544384,6,mlp.up_proj
model.layers.6.mlp.down_proj.weight,2048x11008,22544384,6,mlp.down_proj
model.layers.6.input_layernorm.weight,2048,2048,6,pre_attn_norm
model.layers.6.post_attention_layernorm.weight,2048,2048,6,post_attn_norm
model.layers.7.self_attn.q_proj.weight,2048x2048,4194304,7,attn.q_proj
model.layers.7.self_attn.q_proj.bias,2048,2048,7,attn.q_proj
model.layers.7.self_attn.k_proj.weight,256x2048,524288,7,attn.k_proj
model.layers.7.self_attn.k_proj.bias,256,256,7,attn.k_proj
model.layers.7.self_attn.v_proj.weight,256x2048,524288,7,attn.v_proj
model.layers.7.self_attn.v_proj.bias,256,256,7,attn.v_proj
model.layers.7.self_attn.o_proj.weight,2048x2048,4194304,7,attn.o_proj
model.layers.7.mlp.gate_proj.weight,11008x2048,22544384,7,mlp.gate_proj
model.layers.7.mlp.up_proj.weight,11008x2048,22544384,7,mlp.up_proj
model.layers.7.mlp.down_proj.weight,2048x11008,22544384,7,mlp.down_proj
model.layers.7.input_layernorm.weight,2048,2048,7,pre_attn_norm
model.layers.7.post_attention_layernorm.weight,2048,2048,7,post_attn_norm
model.layers.8.self_attn.q_proj.weight,2048x2048,4194304,8,attn.q_proj
model.layers.8.self_attn.q_proj.bias,2048,2048,8,attn.q_proj
model.layers.8.self_attn.k_proj.weight,256x2048,524288,8,attn.k_proj
model.layers.8.self_attn.k_proj.bias,256,256,8,attn.k_proj
model.layers.8.self_attn.v_proj.weight,256x2048,524288,8,attn.v_proj
model.layers.8.self_attn.v_proj.bias,256,256,8,attn.v_proj
model.layers.8.self_attn.o_proj.weight,2048x2048,4194304,8,attn.o_proj
model.layers.8.mlp.gate_proj.weight,11008x2048,22544384,8,mlp.gate_proj
model.layers.8.mlp.up_proj.weight,11008x2048,22544384,8,mlp.up_proj
model.layers.8.mlp.down_proj.weight,2048x11008,22544384,8,mlp.down_proj
model.layers.8.input_layernorm.weight,2048,2048,8,pre_attn_norm
model.layers.8.post_attention_layernorm.weight,2048,2048,8,post_attn_norm
model.layers.9.self_attn.q_proj.weight,2048x2048,4194304,9,attn.q_proj
model.layers.9.self_attn.q_proj.bias,2048,2048,9,attn.q_proj
model.layers.9.self_attn.k_proj.weight,256x2048,524288,9,attn.k_proj
model.layers.9.self_attn.k_proj.bias,256,256,9,attn.k_proj
model.layers.9.self_attn.v_proj.weight,256x2048,524288,9,attn.v_proj
model.layers.9.self_attn.v_proj.bias,256,256,9,attn.v_proj
model.layers.9.self_attn.o_proj.weight,2048x2048,4194304,9,attn.o_proj
model.layers.9.mlp.gate_proj.weight,11008x2048,22544384,9,mlp.gate_proj
model.layers.9.mlp.up_proj.weight,11008x2048,22544384,9,mlp.up_proj
model.layers.9.mlp.down_proj.weight,2048x11008,22544384,9,mlp.down_proj
model.layers.9.input_layernorm.weight,2048,2048,9,pre_attn_norm
model.layers.9.post_attention_layernorm.weight,2048,2048,9,post_attn_norm
model.layers.10.self_attn.q_proj.weight,2048x2048,4194304,10,attn.q_proj
model.layers.10.self_attn.q_proj.bias,2048,2048,10,attn.q_proj
model.layers.10.self_attn.k_proj.weight,256x2048,524288,10,attn.k_proj
model.layers.10.self_attn.k_proj.bias,256,256,10,attn.k_proj
model.layers.10.self_attn.v_proj.weight,256x2048,524288,10,attn.v_proj
model.layers.10.self_attn.v_proj.bias,256,256,10,attn.v_proj
model.layers.10.self_attn.o_proj.weight,2048x2048,4194304,10,attn.o_proj
model.layers.10.mlp.gate_proj.weight,11008x2048,22544384,10,mlp.gate_proj
model.layers.10.mlp.up_proj.weight,11008x2048,22544384,10,mlp.up_proj
model.layers.10.mlp.down_proj.weight,2048x11008,22544384,10,mlp.down_proj
model.layers.10.input_layernorm.weight,2048,2048,10,pre_attn_norm
model.layers.10.post_attention_layernorm.weight,2048,2048,10,post_attn_norm
model.layers.11.self_attn.q_proj.weight,2048x2048,4194304,11,attn.q_proj
model.layers.11.self_attn.q_proj.bias,2048,2048,11,attn.q_proj
model.layers.11.self_attn.k_proj.weight,256x2048,524288,11,attn.k_proj
model.layers.11.self_attn.k_proj.bias,256,256,11,attn.k_proj
model.layers.11.self_attn.v_proj.weight,256x2048,524288,11,attn.v_proj
model.layers.11.self_attn.v_proj.bias,256,256,11,attn.v_proj
model.layers.11.self_attn.o_proj.weight,2048x2048,4194304,11,attn.o_proj
model.layers.11.mlp.gate_proj.weight,11008x2048,22544384,11,mlp.gate_proj
model.layers.11.mlp.up_proj.weight,11008x2048,22544384,11,mlp.up_proj
model.layers.11.mlp.down_proj.weight,2048x11008,22544384,11,mlp.down_proj
model.layers.11.input_layernorm.weight,2048,2048,11,pre_attn_norm
model.layers.11.post_attention_layernorm.weight,2048,2048,11,post_attn_norm
model.layers.12.self_attn.q_proj.weight,2048x2048,4194304,12,attn.q_proj
model.layers.12.self_attn.q_proj.bias,2048,2048,12,attn.q_proj
model.layers.12.self_attn.k_proj.weight,256x2048,524288,12,attn.k_proj
model.layers.12.self_attn.k_proj.bias,256,256,12,attn.k_proj
model.layers.12.self_attn.v_proj.weight,256x2048,524288,12,attn.v_proj
model.layers.12.self_attn.v_proj.bias,256,256,12,attn.v_proj
model.layers.12.self_attn.o_proj.weight,2048x2048,4194304,12,attn.o_proj
model.layers.12.mlp.gate_proj.weight,11008x2048,22544384,12,mlp.gate_proj
model.layers.12.mlp.up_proj.weight,11008x2048,22544384,12,mlp.up_proj
model.layers.12.mlp.down_proj.weight,2048x11008,22544384,12,mlp.down_proj
model.layers.12.input_layernorm.weight,2048,2048,12,pre_attn_norm
model.layers.12.post_attention_layernorm.weight,2048,2048,12,post_attn_norm
model.layers.13.self_attn.q_proj.weight,2048x2048,4194304,13,attn.q_proj
model.layers.13.self_attn.q_proj.bias,2048,2048,13,attn.q_proj
model.layers.13.self_attn.k_proj.weight,256x2048,524288,13,attn.k_proj
model.layers.13.self_attn.k_proj.bias,256,256,13,attn.k_proj
model.layers.13.self_attn.v_proj.weight,256x2048,524288,13,attn.v_proj
model.layers.13.self_attn.v_proj.bias,256,256,13,attn.v_proj
model.layers.13.self_attn.o_proj.weight,2048x2048,4194304,13,attn.o_proj
model.layers.13.mlp.gate_proj.weight,11008x2048,22544384,13,mlp.gate_proj
model.layers.13.mlp.up_proj.weight,11008x2048,22544384,13,mlp.up_proj
model.layers.13.mlp.down_proj.weight,2048x11008,22544384,13,mlp.down_proj
model.layers.13.input_layernorm.weight,2048,2048,13,pre_attn_norm
model.layers.13.post_attention_layernorm.weight,2048,2048,13,post_attn_norm
model.layers.14.self_attn.q_proj.weight,2048x2048,4194304,14,attn.q_proj
model.layers.14.self_attn.q_proj.bias,2048,2048,14,attn.q_proj
model.layers.14.self_attn.k_proj.weight,256x2048,524288,14,attn.k_proj
model.layers.14.self_attn.k_proj.bias,256,256,14,attn.k_proj
model.layers.14.self_attn.v_proj.weight,256x2048,524288,14,attn.v_proj
model.layers.14.self_attn.v_proj.bias,256,256,14,attn.v_proj
model.layers.14.self_attn.o_proj.weight,2048x2048,4194304,14,attn.o_proj
model.layers.14.mlp.gate_proj.weight,11008x2048,22544384,14,mlp.gate_proj
model.layers.14.mlp.up_proj.weight,11008x2048,22544384,14,mlp.up_proj
model.layers.14.mlp.down_proj.weight,2048x11008,22544384,14,mlp.down_proj
model.layers.14.input_layernorm.weight,2048,2048,14,pre_attn_norm
model.layers.14.post_attention_layernorm.weight,2048,2048,14,post_attn_norm
model.layers.15.self_attn.q_proj.weight,2048x2048,4194304,15,attn.q_proj
model.layers.15.self_attn.q_proj.bias,2048,2048,15,attn.q_proj
model.layers.15.self_attn.k_proj.weight,256x2048,524288,15,attn.k_proj
model.layers.15.self_attn.k_proj.bias,256,256,15,attn.k_proj
model.layers.15.self_attn.v_proj.weight,256x2048,524288,15,attn.v_proj
model.layers.15.self_attn.v_proj.bias,256,256,15,attn.v_proj
model.layers.15.self_attn.o_proj.weight,2048x2048,4194304,15,attn.o_proj
model.layers.15.mlp.gate_proj.weight,11008x2048,22544384,15,mlp.gate_proj
model.layers.15.mlp.up_proj.weight,11008x2048,22544384,15,mlp.up_proj
model.layers.15.mlp.down_proj.weight,2048x11008,22544384,15,mlp.down_proj
model.layers.15.input_layernorm.weight,2048,2048,15,pre_attn_norm
model.layers.15.post_attention_layernorm.weight,2048,2048,15,post_attn_norm
model.layers.16.self_attn.q_proj.weight,2048x2048,4194304,16,attn.q_proj
model.layers.16.self_attn.q_proj.bias,2048,2048,16,attn.q_proj
model.layers.16.self_attn.k_proj.weight,256x2048,524288,16,attn.k_proj
model.layers.16.self_attn.k_proj.bias,256,256,16,attn.k_proj
model.layers.16.self_attn.v_proj.weight,256x2048,524288,16,attn.v_proj
model.layers.16.self_attn.v_proj.bias,256,256,16,attn.v_proj
model.layers.16.self_attn.o_proj.weight,2048x2048,4194304,16,attn.o_proj
model.layers.16.mlp.gate_proj.weight,11008x2048,22544384,16,mlp.gate_proj
model.layers.16.mlp.up_proj.weight,11008x2048,22544384,16,mlp.up_proj
model.layers.16.mlp.down_proj.weight,2048x11008,22544384,16,mlp.down_proj
model.layers.16.input_layernorm.weight,2048,2048,16,pre_attn_norm
model.layers.16.post_attention_layernorm.weight,2048,2048,16,post_attn_norm
model.layers.17.self_attn.q_proj.weight,2048x2048,4194304,17,attn.q_proj
model.layers.17.self_attn.q_proj.bias,2048,2048,17,attn.q_proj
model.layers.17.self_attn.k_proj.weight,256x2048,524288,17,attn.k_proj
model.layers.17.self_attn.k_proj.bias,256,256,17,attn.k_proj
model.layers.17.self_attn.v_proj.weight,256x2048,524288,17,attn.v_proj
model.layers.17.self_attn.v_proj.bias,256,256,17,attn.v_proj
model.layers.17.self_attn.o_proj.weight,2048x2048,4194304,17,attn.o_proj
model.layers.17.mlp.gate_proj.weight,11008x2048,22544384,17,mlp.gate_proj
model.layers.17.mlp.up_proj.weight,11008x2048,22544384,17,mlp.up_proj
model.layers.17.mlp.down_proj.weight,2048x11008,22544384,17,mlp.down_proj
model.layers.17.input_layernorm.weight,2048,2048,17,pre_attn_norm
model.layers.17.post_attention_layernorm.weight,2048,2048,17,post_attn_norm
model.layers.18.self_attn.q_proj.weight,2048x2048,4194304,18,attn.q_proj
model.layers.18.self_attn.q_proj.bias,2048,2048,18,attn.q_proj
model.layers.18.self_attn.k_proj.weight,256x2048,524288,18,attn.k_proj
model.layers.18.self_attn.k_proj.bias,256,256,18,attn.k_proj
model.layers.18.self_attn.v_proj.weight,256x2048,524288,18,attn.v_proj
model.layers.18.self_attn.v_proj.bias,256,256,18,attn.v_proj
model.layers.18.self_attn.o_proj.weight,2048x2048,4194304,18,attn.o_proj
model.layers.18.mlp.gate_proj.weight,11008x2048,22544384,18,mlp.gate_proj
model.layers.18.mlp.up_proj.weight,11008x2048,22544384,18,mlp.up_proj
model.layers.18.mlp.down_proj.weight,2048x11008,22544384,18,mlp.down_proj
model.layers.18.input_layernorm.weight,2048,2048,18,pre_attn_norm
model.layers.18.post_attention_layernorm.weight,2048,2048,18,post_attn_norm
model.layers.19.self_attn.q_proj.weight,2048x2048,4194304,19,attn.q_proj
model.layers.19.self_attn.q_proj.bias,2048,2048,19,attn.q_proj
model.layers.19.self_attn.k_proj.weight,256x2048,524288,19,attn.k_proj
model.layers.19.self_attn.k_proj.bias,256,256,19,attn.k_proj
model.layers.19.self_attn.v_proj.weight,256x2048,524288,19,attn.v_proj
model.layers.19.self_attn.v_proj.bias,256,256,19,attn.v_proj
model.layers.19.self_attn.o_proj.weight,2048x2048,4194304,19,attn.o_proj
model.layers.19.mlp.gate_proj.weight,11008x2048,22544384,19,mlp.gate_proj
model.layers.19.mlp.up_proj.weight,11008x2048,22544384,19,mlp.up_proj
model.layers.19.mlp.down_proj.weight,2048x11008,22544384,19,mlp.down_proj
model.layers.19.input_layernorm.weight,2048,2048,19,pre_attn_norm
model.layers.19.post_attention_layernorm.weight,2048,2048,19,post_attn_norm
model.layers.20.self_attn.q_proj.weight,2048x2048,4194304,20,attn.q_proj
model.layers.20.self_attn.q_proj.bias,2048,2048,20,attn.q_proj
model.layers.20.self_attn.k_proj.weight,256x2048,524288,20,attn.k_proj
model.layers.20.self_attn.k_proj.bias,256,256,20,attn.k_proj
model.layers.20.self_attn.v_proj.weight,256x2048,524288,20,attn.v_proj
model.layers.20.self_attn.v_proj.bias,256,256,20,attn.v_proj
model.layers.20.self_attn.o_proj.weight,2048x2048,4194304,20,attn.o_proj
model.layers.20.mlp.gate_proj.weight,11008x2048,22544384,20,mlp.gate_proj
model.layers.20.mlp.up_proj.weight,11008x2048,22544384,20,mlp.up_proj
model.layers.20.mlp.down_proj.weight,2048x11008,22544384,20,mlp.down_proj
model.layers.20.input_layernorm.weight,2048,2048,20,pre_attn_norm
model.layers.20.post_attention_layernorm.weight,2048,2048,20,post_attn_norm
model.layers.21.self_attn.q_proj.weight,2048x2048,4194304,21,attn.q_proj
model.layers.21.self_attn.q_proj.bias,2048,2048,21,attn.q_proj
model.layers.21.self_attn.k_proj.weight,256x2048,524288,21,attn.k_proj
model.layers.21.self_attn.k_proj.bias,256,256,21,attn.k_proj
model.layers.21.self_attn.v_proj.weight,256x2048,524288,21,attn.v_proj
model.layers.21.self_attn.v_proj.bias,256,256,21,attn.v_proj
model.layers.21.self_attn.o_proj.weight,2048x2048,4194304,21,attn.o_proj
model.layers.21.mlp.gate_proj.weight,11008x2048,22544384,21,mlp.gate_proj
model.layers.21.mlp.up_proj.weight,11008x2048,22544384,21,mlp.up_proj
model.layers.21.mlp.down_proj.weight,2048x11008,22544384,21,mlp.down_proj
model.layers.21.input_layernorm.weight,2048,2048,21,pre_attn_norm
model.layers.21.post_attention_layernorm.weight,2048,2048,21,post_attn_norm
model.layers.22.self_attn.q_proj.weight,2048x2048,4194304,22,attn.q_proj
model.layers.22.self_attn.q_proj.bias,2048,2048,22,attn.q_proj
model.layers.22.self_attn.k_proj.weight,256x2048,524288,22,attn.k_proj
model.layers.22.self_attn.k_proj.bias,256,256,22,attn.k_proj
model.layers.22.self_attn.v_proj.weight,256x2048,524288,22,attn.v_proj
model.layers.22.self_attn.v_proj.bias,256,256,22,attn.v_proj
model.layers.22.self_attn.o_proj.weight,2048x2048,4194304,22,attn.o_proj
model.layers.22.mlp.gate_proj.weight,11008x2048,22544384,22,mlp.gate_proj
model.layers.22.mlp.up_proj.weight,11008x2048,22544384,22,mlp.up_proj
model.layers.22.mlp.down_proj.weight,2048x11008,22544384,22,mlp.down_proj
model.layers.22.input_layernorm.weight,2048,2048,22,pre_attn_norm
model.layers.22.post_attention_layernorm.weight,2048,2048,22,post_attn_norm
model.layers.23.self_attn.q_proj.weight,2048x2048,4194304,23,attn.q_proj
model.layers.23.self_attn.q_proj.bias,2048,2048,23,attn.q_proj
model.layers.23.self_attn.k_proj.weight,256x2048,524288,23,attn.k_proj
model.layers.23.self_attn.k_proj.bias,256,256,23,attn.k_proj
model.layers.23.self_attn.v_proj.weight,256x2048,524288,23,attn.v_proj
model.layers.23.self_attn.v_proj.bias,256,256,23,attn.v_proj
model.layers.23.self_attn.o_proj.weight,2048x2048,4194304,23,attn.o_proj
model.layers.23.mlp.gate_proj.weight,11008x2048,22544384,23,mlp.gate_proj
model.layers.23.mlp.up_proj.weight,11008x2048,22544384,23,mlp.up_proj
model.layers.23.mlp.down_proj.weight,2048x11008,22544384,23,mlp.down_proj
model.layers.23.input_layernorm.weight,2048,2048,23,pre_attn_norm
model.layers.23.post_attention_layernorm.weight,2048,2048,23,post_attn_norm
model.layers.24.self_attn.q_proj.weight,2048x2048,4194304,24,attn.q_proj
model.layers.24.self_attn.q_proj.bias,2048,2048,24,attn.q_proj
model.layers.24.self_attn.k_proj.weight,256x2048,524288,24,attn.k_proj
model.layers.24.self_attn.k_proj.bias,256,256,24,attn.k_proj
model.layers.24.self_attn.v_proj.weight,256x2048,524288,24,attn.v_proj
model.layers.24.self_attn.v_proj.bias,256,256,24,attn.v_proj
model.layers.24.self_attn.o_proj.weight,2048x2048,4194304,24,attn.o_proj
model.layers.24.mlp.gate_proj.weight,11008x2048,22544384,24,mlp.gate_proj
model.layers.24.mlp.up_proj.weight,11008x2048,22544384,24,mlp.up_proj
model.layers.24.mlp.down_proj.weight,2048x11008,22544384,24,mlp.down_proj
model.layers.24.input_layernorm.weight,2048,2048,24,pre_attn_norm
model.layers.24.post_attention_layernorm.weight,2048,2048,24,post_attn_norm
model.layers.25.self_attn.q_proj.weight,2048x2048,4194304,25,attn.q_proj
model.layers.25.self_attn.q_proj.bias,2048,2048,25,attn.q_proj
model.layers.25.self_attn.k_proj.weight,256x2048,524288,25,attn.k_proj
model.layers.25.self_attn.k_proj.bias,256,256,25,attn.k_proj
model.layers.25.self_attn.v_proj.weight,256x2048,524288,25,attn.v_proj
model.layers.25.self_attn.v_proj.bias,256,256,25,attn.v_proj
model.layers.25.self_attn.o_proj.weight,2048x2048,4194304,25,attn.o_proj
model.layers.25.mlp.gate_proj.weight,11008x2048,22544384,25,mlp.gate_proj
model.layers.25.mlp.up_proj.weight,11008x2048,22544384,25,mlp.up_proj
model.layers.25.mlp.down_proj.weight,2048x11008,22544384,25,mlp.down_proj
model.layers.25.input_layernorm.weight,2048,2048,25,pre_attn_norm
model.layers.25.post_attention_layernorm.weight,2048,2048,25,post_attn_norm
model.layers.26.self_attn.q_proj.weight,2048x2048,4194304,26,attn.q_proj
model.layers.26.self_attn.q_proj.bias,2048,2048,26,attn.q_proj
model.layers.26.self_attn.k_proj.weight,256x2048,524288,26,attn.k_proj
model.layers.26.self_attn.k_proj.bias,256,256,26,attn.k_proj
model.layers.26.self_attn.v_proj.weight,256x2048,524288,26,attn.v_proj
model.layers.26.self_attn.v_proj.bias,256,256,26,attn.v_proj
model.layers.26.self_attn.o_proj.weight,2048x2048,4194304,26,attn.o_proj
model.layers.26.mlp.gate_proj.weight,11008x2048,22544384,26,mlp.gate_proj
model.layers.26.mlp.up_proj.weight,11008x2048,22544384,26,mlp.up_proj
model.layers.26.mlp.down_proj.weight,2048x11008,22544384,26,mlp.down_proj
model.layers.26.input_layernorm.weight,2048,2048,26,pre_attn_norm
model.layers.26.post_attention_layernorm.weight,2048,2048,26,post_attn_norm
model.layers.27.self_attn.q_proj.weight,2048x2048,4194304,27,attn.q_proj
model.layers.27.self_attn.q_proj.bias,2048,2048,27,attn.q_proj
model.layers.27.self_attn.k_proj.weight,256x2048,524288,27,attn.k_proj
model.layers.27.self_attn.k_proj.bias,256,256,27,attn.k_proj
model.layers.27.self_attn.v_proj.weight,256x2048,524288,27,attn.v_proj
model.layers.27.self_attn.v_proj.bias,256,256,27,attn.v_proj
model.layers.27.self_attn.o_proj.weight,2048x2048,4194304,27,attn.o_proj
model.layers.27.mlp.gate_proj.weight,11008x2048,22544384,27,mlp.gate_proj
model.layers.27.mlp.up_proj.weight,11008x2048,22544384,27,mlp.up_proj
model.layers.27.mlp.down_proj.weight,2048x11008,22544384,27,mlp.down_proj
model.layers.27.input_layernorm.weight,2048,2048,27,pre_attn_norm
model.layers.27.post_attention_layernorm.weight,2048,2048,27,post_attn_norm
model.layers.28.self_attn.q_proj.weight,2048x2048,4194304,28,attn.q_proj
model.layers.28.self_attn.q_proj.bias,2048,2048,28,attn.q_proj
model.layers.28.self_attn.k_proj.weight,256x2048,524288,28,attn.k_proj
model.layers.28.self_attn.k_proj.bias,256,256,28,attn.k_proj
model.layers.28.self_attn.v_proj.weight,256x2048,524288,28,attn.v_proj
model.layers.28.self_attn.v_proj.bias,256,256,28,attn.v_proj
model.layers.28.self_attn.o_proj.weight,2048x2048,4194304,28,attn.o_proj
model.layers.28.mlp.gate_proj.weight,11008x2048,22544384,28,mlp.gate_proj
model.layers.28.mlp.up_proj.weight,11008x2048,22544384,28,mlp.up_proj
model.layers.28.mlp.down_proj.weight,2048x11008,22544384,28,mlp.down_proj
model.layers.28.input_layernorm.weight,2048,2048,28,pre_attn_norm
model.layers.28.post_attention_layernorm.weight,2048,2048,28,post_attn_norm
model.layers.29.self_attn.q_proj.weight,2048x2048,4194304,29,attn.q_proj
model.layers.29.self_attn.q_proj.bias,2048,2048,29,attn.q_proj
model.layers.29.self_attn.k_proj.weight,256x2048,524288,29,attn.k_proj
model.layers.29.self_attn.k_proj.bias,256,256,29,attn.k_proj
model.layers.29.self_attn.v_proj.weight,256x2048,524288,29,attn.v_proj
model.layers.29.self_attn.v_proj.bias,256,256,29,attn.v_proj
model.layers.29.self_attn.o_proj.weight,2048x2048,4194304,29,attn.o_proj
model.layers.29.mlp.gate_proj.weight,11008x2048,22544384,29,mlp.gate_proj
model.layers.29.mlp.up_proj.weight,11008x2048,22544384,29,mlp.up_proj
model.layers.29.mlp.down_proj.weight,2048x11008,22544384,29,mlp.down_proj
model.layers.29.input_layernorm.weight,2048,2048,29,pre_attn_norm
model.layers.29.post_attention_layernorm.weight,2048,2048,29,post_attn_norm
model.layers.30.self_attn.q_proj.weight,2048x2048,4194304,30,attn.q_proj
model.layers.30.self_attn.q_proj.bias,2048,2048,30,attn.q_proj
model.layers.30.self_attn.k_proj.weight,256x2048,524288,30,attn.k_proj
model.layers.30.self_attn.k_proj.bias,256,256,30,attn.k_proj
model.layers.30.self_attn.v_proj.weight,256x2048,524288,30,attn.v_proj
model.layers.30.self_attn.v_proj.bias,256,256,30,attn.v_proj
model.layers.30.self_attn.o_proj.weight,2048x2048,4194304,30,attn.o_proj
model.layers.30.mlp.gate_proj.weight,11008x2048,22544384,30,mlp.gate_proj
model.layers.30.mlp.up_proj.weight,11008x2048,22544384,30,mlp.up_proj
model.layers.30.mlp.down_proj.weight,2048x11008,22544384,30,mlp.down_proj
